date,win,exit_reason,entry_prem,exit_prem,dte,Gap Up,Gap Up Strong,Gap Down,Prev India UP,Prev India DOWN,US UP,US DOWN,SGX UP,SGX DOWN,DAX UP,VIX Rising,VIX Falling,VIX Spike
2024-07-30,False,Stop Loss,85.15,76.64,2,False,False,False,True,False,True,False,False,True,False,False,False,False
2024-07-31,False,Stop Loss,69.35,62.41,1,False,False,False,True,False,False,True,False,True,True,True,False,True
2024-08-01,False,Stop Loss,34.4,30.96,0,True,False,False,True,False,True,False,False,True,True,False,True,False
2024-08-02,False,11:15 exit,144.0,151.55,6,False,False,True,True,False,False,True,False,True,False,True,False,True
2024-08-06,False,Stop Loss,130.35,117.31,2,True,True,False,False,True,False,True,True,False,False,True,False,True
2024-08-07,True,Target Hit,71.15,113.84,1,True,True,False,False,True,True,False,False,True,True,False,True,False
2024-08-16,True,Target Hit,119.35,190.96,6,True,True,False,True,False,True,False,True,False,True,False,True,False
2024-08-20,False,Stop Loss,69.15,62.24,2,True,False,False,True,False,True,False,True,False,True,False,True,False
2024-08-21,False,Stop Loss,60.0,54.0,1,False,False,False,True,False,False,True,False,True,False,True,False,True
2024-08-22,False,Stop Loss,30.65,27.59,0,True,False,False,True,False,True,False,True,False,True,False,False,False
2024-08-23,False,Stop Loss,109.75,98.78,6,False,False,False,True,False,False,True,True,False,True,True,False,True
2024-08-27,False,Stop Loss,66.05,59.45,2,False,False,False,True,False,False,True,False,True,False,False,False,False
2024-08-28,False,Stop Loss,59.55,53.59,1,False,False,False,True,False,True,False,False,True,True,False,True,False
2024-08-29,False,Stop Loss,34.8,31.32,0,False,False,False,True,False,False,True,False,True,True,True,False,True
2024-08-30,False,Stop Loss,107.8,97.02,6,True,False,False,True,False,False,True,True,False,True,False,True,False
2024-09-03,False,Stop Loss,70.8,63.72,2,False,False,False,True,False,False,False,True,False,True,False,False,False
2024-09-04,False,Stop Loss,63.35,57.02,1,False,False,True,True,False,False,True,False,True,False,True,False,True
2024-09-05,True,Target Hit,41.85,66.96,0,True,False,False,False,True,False,True,False,True,False,False,False,False
2024-09-06,False,Stop Loss,109.6,98.64,6,False,False,True,False,True,False,True,True,False,False,False,True,False
2024-09-10,True,Target Hit,77.3,123.68,2,True,False,False,True,False,True,False,True,False,True,False,True,False
2024-09-11,False,Stop Loss,67.85,61.06,1,False,False,False,True,False,True,False,False,True,False,False,True,False
2024-09-12,False,Stop Loss,35.85,32.27,0,True,True,False,False,True,True,False,True,False,True,False,True,False
2024-09-13,False,Stop Loss,130.45,117.4,6,True,False,False,True,False,True,False,True,False,True,False,True,False
2024-09-17,False,Stop Loss,77.1,69.39,2,False,False,False,True,False,True,False,True,False,False,True,False,False
2024-09-18,False,Stop Loss,73.8,66.42,1,False,False,False,True,False,True,False,True,False,True,False,False,False
2024-09-19,False,Stop Loss,33.95,30.56,0,True,False,False,False,True,False,True,True,False,False,True,False,False
2024-09-20,False,Stop Loss,137.3,123.57,6,True,False,False,True,False,True,False,True,False,True,False,True,False
2024-09-24,False,Stop Loss,102.15,91.94,2,False,False,False,True,False,True,False,True,False,True,False,True,False
2024-09-25,False,Stop Loss,79.3,71.37,1,False,False,True,True,False,True,False,True,False,True,False,True,False
2024-09-26,False,Stop Loss,40.6,36.54,0,False,False,False,True,False,False,True,True,False,False,False,False,False
2024-09-27,False,Stop Loss,127.6,114.84,6,False,False,False,True,False,True,False,True,False,True,False,True,False
2024-10-01,True,Target Hit,72.75,116.4,2,False,False,False,False,True,True,False,True,False,False,False,True,False
2024-10-03,False,Stop Loss,60.8,54.72,0,False,False,True,False,True,True,False,True,False,False,False,True,False
2024-10-04,False,Stop Loss,146.6,131.94,6,False,False,True,False,True,False,True,True,False,False,True,False,True
2024-10-08,False,Stop Loss,150.35,135.31,2,False,False,False,False,True,False,True,False,True,False,True,False,True
2024-10-10,False,Stop Loss,58.3,52.47,0,True,False,False,False,True,True,False,True,False,True,False,True,False
2024-10-11,False,Stop Loss,124.0,111.6,6,False,False,False,True,False,False,True,True,False,False,False,False,False
